NewsID,AvgEigenvectorCentrality
106,0.002996524113715689
107,0.002104952411314205
108,0.002225062013035691
109,0.000941179749687663
110,0.002803873950964935
111,0.0011186182667790178
112,0.0014135354158970172
113,0.0020417619362911306
114,0.0014962139546429315
115,0.0033272951813341136
116,0.002952404579820581
117,0.0006651874738203625
118,0.001987278748471133
119,0.0012520017749164856
120,0.00032889462744735914
121,0.0021827419972140242
122,0.002433534888654239
123,0.002417121136387854
124,0.0028031659078752253
125,0.0015836052533455373
126,0.0026933861624268782
127,1.151358022192195e-05
128,0.0023765724945884886
129,0.0024298070925734046
130,0.0012331436559348873
131,0.0019239465377855237
132,0.0021437967408421787
133,0.0029636652686923144
134,0.002137828425961968
135,0.002523039971616257
136,0.00277733251450253
137,0.0007490068559621989
138,0.00422182102085623
139,0.003537819032167266
140,0.0023288838442540954
141,0.002636027916397958
142,0.0027690029034305712
143,0.0022939683357793197
144,0.0022796114098735986
145,0.0026483140610637024
146,0.0025492352240049543
147,0.003562650070873702
148,0.0023006929066995735
149,0.001551673749642139
150,0.002436231143752737
151,0.0023723694162823515
152,0.0021208406954122926
153,0.003448901689934514
154,0.0026678029807933185
155,0.00256840531313551
156,0.0021602189545235437
157,0.0027422933168262274
158,0.0019350309948752364
159,0.00262437426172068
160,0.0020820447105452137
161,0.0020541505917857
162,0.0021412821745985236
163,0.0035425139039361965
164,0.002002950768599999
165,0.0022609701681487317
166,0.0025372926336004425
167,0.0030031185462220237
168,0.002335116539410825
169,0.0027277020879581323
170,0.00044981959161945136
171,0.0026362535419935866
172,0.0013930123333273342
173,6.781966112978882e-05
174,0.0021249537486375514
175,0.0021454910882101226
176,0.0022665542368094905
177,0.002405791445665672
178,0.0024943782771062227
179,0.0025548031808809318
180,0.0024899422155127897
181,0.0025158692317895164
182,0.000793771833245825
183,0.02395435045125503
184,0.003249681129828282
185,0.0034682914049533
186,0.0033199909489789563
187,0.0022466005161869995
188,0.002756953537664828
189,0.002663473511531926
190,0.002538269564138077
191,0.001135988971778678
192,0.004743363474610319
193,0.002819662426246519
194,0.0032077822126940466
195,0.0025426358503239294
196,0.0014771934224697256
197,0.0023000085350768627
198,1.6216052230653483e-05
199,0.004765359340990809
200,0.0025924939005378877
201,0.0025631488841932454
202,0.007059234298521689
203,0.003421912801757803
204,0.0029330173477067146
205,0.001347617311517065
206,0.002590051144403119
207,0.003752055415542357
208,0.0027267374778181487
209,0.0009836857144526093
210,0.003996310487570734
211,0.003142933388156793
212,0.002596276960208414
213,0.002292869246511248
214,0.003054645970650722
215,0.002419187801269127
216,0.002063448653600165
217,0.002538115770986507
218,0.0003741927787263254
219,0.002961551127932183
220,0.0023616353561137487
221,0.0026182311684423186
222,0.0006827551174942359
223,0.0021789589232180987
224,0.0025605693012869476
225,0.000728314450700243
226,0.0012744685908094467
227,0.0025759683243232138
228,0.0027839531056059645
229,0.0023838753159177986
230,0.0015312550816703862
231,0.002886552100250273
232,0.002417848157230829
233,0.002649661916781446
234,0.0033744528350226773
235,0.0002930455531827023
236,0.0027016828908358425
237,0.0008108021660957831
238,0.0030554865409074044
239,0.0007665910283915955
240,0.0033153876465914743
